gene	atnos1	coi1	dde2	ein2-1	ein3	jar1	jin1	mpk3	mpk6	ndr1-1	nho1	nia2	npr1-1	pad4-1	pbs2-1	pen2	pmr4	rbohD	rbohF	rps2-101C	sag101	sid2-2
At2g37190	-0.2112685	-0.107046847	0.096501245	-0.15343148	0.186346406	0.268611245	-0.059467089	0.135315806	-0.038860755	0.530142102	-0.14105718	0.121560735	0.306114806	0.30009452	0.209864436	0.232587153	-0.208582514	-0.0756813	0.122536068	0.300625436	0.088142486	0.071542102
At2g37760	0.02619925	-1.14265442	-0.19155644	-0.15124431	-0.00948984	-0.136412773	0.034219893	0.02872896	0.131586893	-1.523933558	-0.438580086	0.135974044	-0.07184724	-0.01710951	0.096606776	-1.005377753	-0.033826753	-0.08354295	0.253211044	-1.186050891	-0.119772753	-0.167712891
At2g37970	-0.814330492	0.362232654	-0.617544397	-0.10092231	-0.361715486	-0.787298397	-0.114344397	-0.029576086	-0.353225063	-2.59332077	-0.176095679	-0.362872408	-0.751812286	-1.13434671	-1.560534437	-0.419807346	0.271284988	-0.146624892	0.047921925	-2.418430437	0.253013321	-1.28590877
At2g38210	0.414087982	-0.403170975	0.433076541	0.23980252	0.309012166	0.087398874	0.150547874	-0.027167234	0.201250208	1.819811465	0.384590358	0.070541234	1.032785366	0.79063352	0.463149465	-0.004509975	0.150362025	0.136256182	0.017202901	1.700458465	0.085480025	0.946539131
At2g38360	-0.345349145	-0.065249988	-0.255441799	-0.163508646	-0.186068344	0.050015201	-0.018293466	-0.081184544	-0.032334133	-1.190935304	-0.208755655	-0.102653469	-0.277370144	-0.410929046	-0.215095971	-0.041046988	-0.083949988	-0.160682545	-0.101788802	-0.993387971	0.234924012	0.038657029
At2g38470	-0.939486348	0.539836314	-0.794977635	-0.123188735	-0.539499457	-0.901315635	-0.325274968	-0.110748457	-0.496823635	-2.288696765	0.089900647	-0.356219787	-1.180232457	-1.076160335	-0.898297765	-0.602138686	0.263928981	-0.346910748	0.388451213	-1.919199765	-0.058072686	-0.856423432
At2g38530	0.74654473	0.162242078	0.00884731	0.231845242	0.552661391	0.806695643	-0.190098357	0.281580991	0.03082731	1.444690062	-0.012951922	0.334371875	0.939371191	0.506226042	0.824931729	0.157518078	-0.256980922	0.04289633	-0.327548458	1.443229729	-0.451133255	0.502631062
At2g38540	0.786512186	0.321902922	0.024488479	0.257116337	0.500290852	1.167352146	0.241341813	0.395500452	0.047573479	2.864230955	-0.129216745	0.122170703	1.026013252	0.808718937	1.334293955	0.405021922	0.080137255	-0.063457214	-0.232897963	1.679951622	-0.273484078	0.419883622
At2g38870	-0.303646973	1.353964861	0.327255261	1.030464136	-0.212910008	0.264789261	0.154216928	0.189231992	-0.341867072	0.102016833	-0.078680139	-0.441872682	-0.302893808	-0.103205464	0.0366025	1.040785194	0.479056861	-0.326538173	-0.318791015	0.577808167	0.221408528	-0.972343833
At2g39110	0.093946279	0.153672852	0.231279105	0.210384603	-0.025509341	0.207437771	0.240974438	0.279970659	0.153827771	-0.190980322	0.056663852	0.333292705	0.439369059	0.341788003	-0.063335322	0.063818186	0.047745519	0.225421419	0.321707705	0.030960678	-0.100268481	-0.188898989
At2g39200	-0.237605423	1.452010812	-0.34551576	0.356872352	-0.152925096	-0.276764093	-0.258161427	0.529111904	-0.32144176	-1.02564668	0.052575146	-0.177602639	-0.980433496	-0.566394448	-0.793269013	0.129003146	0.404761812	-0.211726023	-0.160140639	-0.040270013	0.166928479	-1.039381013
At2g39710	0.040192605	0.804852744	-0.084006505	0.544261721	0.483821366	0.170954161	0.081422495	-0.262182834	-0.142878839	-0.208570913	0.200252744	0.034313892	0.280245566	0.216488521	-0.121640913	0.100214077	0.075433744	-0.161763195	-0.209829774	-0.17502658	0.000443411	-0.269207246
At2g39980	0.142269179	-0.789666074	0.080088037	-0.48003592	-0.16883014	-0.001063963	0.239774704	0.07730186	0.126180371	0.290589404	0.086284926	-0.062694098	-0.00271474	0.25398248	0.000639071	-0.293971407	-0.06557474	0.094868179	0.109637236	0.359203737	-0.02511474	0.234977404
At2g40000	-1.163842518	0.201266417	-1.053600063	0.059788988	-0.756499155	-1.145920396	-0.07097473	0.043619445	-0.280975063	-4.168871825	-0.475038916	-0.606578001	-2.318245355	-2.196960612	-2.488502491	-1.032376249	0.403734417	-0.235439518	-0.176438668	-3.814624491	0.292842417	-2.117168825
At2g40100	0.237727283	0.374331463	0.409737292	-0.094134404	0.256713307	0.155784292	0.323498625	0.132046907	0.063056292	0.58007744	-0.242261537	-0.057218748	0.271675707	0.141002996	0.139655106	0.355524797	-0.31321287	0.130968283	-0.170574748	0.278578773	0.278955797	-0.117479894
At2g40140	-0.36605622	0.46555391	-0.383215146	0.143291523	-0.430292926	-0.476312479	-0.122831146	-0.014115526	-0.046408146	-2.643479397	0.07941191	0.049148031	-0.872647926	-0.898713477	-1.041991731	-0.314444423	0.231746243	0.27217898	-0.053414636	-1.330079064	0.14508291	-0.854273064
At2g40750	-0.771000034	0.396472795	-0.303397433	-0.306888074	-0.233638349	-0.142628433	-0.130464766	-0.084214149	-0.202305766	-1.40924564	0.056215462	-0.343563907	-2.338932749	-0.484021274	0.217363694	0.102806795	0.066019129	-0.329181034	0.052642093	-0.13913564	-0.033426871	-2.30012264
At2g41090	0.127005285	0.633772233	0.181292129	-0.109190303	0.208586476	0.220521129	0.130251462	0.255597876	0.024683462	-1.591051171	-0.1056461	0.207736144	-0.068925324	0.071850297	0.072588162	0.072524566	-0.160659434	0.070316285	0.200903477	-0.299163171	-0.312750767	-0.131641504
At2g41180	0.046627672	0.271191381	0.301622502	-0.518801046	0.159373456	0.191348502	0.335728502	0.118518256	0.214178502	-0.349013336	0.011344714	0.086781861	0.014408056	0.035518554	0.028926997	-0.013023619	-0.222666953	-0.066852128	-0.169067472	0.441259331	-0.021250619	-0.067656669
At2g41230	-0.293820793	0.051878992	0.076861132	-0.315474589	-0.223545829	-0.211770535	0.147627132	-0.029055229	-0.125953202	-0.744819136	0.157292992	-0.196894809	-0.248885629	-0.203086989	0.054296864	-0.267087008	0.129543992	-0.160071793	-0.138912809	-0.621222136	0.053223992	-0.107311469
At2g41410	0.1322577	-0.374434439	0.051231051	-0.146864169	0.079453729	0.348407051	0.235722384	0.126810129	0.314128051	-1.042467445	0.139098561	0.263841336	0.358976529	0.206042031	-0.342792445	0.092159561	-0.073904773	-0.0416651	0.190488336	-0.072958111	0.053305894	0.301367889
At2g42360	-0.74671413	0.295152054	-0.454705448	0.033580257	-0.316085978	-0.436392781	-0.166114448	0.198599022	-0.346540781	-2.063043723	-0.068525279	-0.367962701	-1.086224978	-0.920719743	-0.95603839	-0.191257612	0.160449054	-0.22124493	0.081822299	-1.221556723	-0.169825946	-1.068322723
At2g43290	-0.33183548	-0.040820265	-0.609771369	0.259672117	-0.391495165	-0.781129036	-0.218965369	0.177404835	-0.180362036	-2.6148889	0.216358069	0.010134773	-0.742252165	-0.660154483	-0.958462233	-0.772828265	-0.057685265	-0.19322368	0.297637106	-2.3173949	-0.008597265	-0.2043399
At2g43510	-0.31562893	-2.912411286	-0.988255406	0.33514658	-0.039613408	0.189554594	-0.130989739	-0.270726608	-0.138238739	-0.441172758	0.132186047	-0.332119609	-0.207806208	-0.10804622	-0.072219092	-0.094519619	0.072631381	-0.26097773	-0.467082609	-0.524862758	0.009499381	-0.855454758
At2g43540	0.240190386	-0.363570696	0.094562618	0.210583263	0.163667972	0.185609284	0.186618284	0.068059972	0.190229284	0.520863102	-0.139174363	0.278023974	0.271193772	0.121529463	0.505857435	-0.113610363	-0.043316696	0.190857786	0.184570974	0.220152769	-0.053749363	0.032727102
At2g43570	-0.868590402	0.474867808	-0.457412527	1.096457783	-0.119048767	-0.690006194	-0.248335527	-0.024788367	-0.126776527	-4.088500944	0.699523808	-0.41373392	-0.863809167	-2.020005017	-1.532863277	0.974565808	0.462716808	-0.199172002	0.005996413	-2.332857277	0.631815475	-1.552128277
At2g43710	0.364951186	0.287508564	0.009250237	0.067491632	0.072295641	0.075307904	-0.00868743	-0.009466159	-0.087076096	1.553386555	0.095281231	0.169499812	0.497012441	0.569057232	0.445172888	-0.079240769	0.070652898	-0.071435214	0.036353479	0.876248222	-0.002359436	0.469312555
At2g44490	-0.407059616	0.598721138	-0.159825228	0.060259206	-0.168566601	-0.147778895	-0.010249228	0.220363799	-0.096359228	-2.045827884	0.096226138	-0.107911587	-0.663742401	-0.648975194	-1.084374217	-1.796931195	0.074056805	0.075019584	-0.061399587	-1.103037551	0.060587805	-1.135903884
At2g45170	-0.232436922	-0.219331712	0.085108519	0.062491256	-0.10854707	0.038818852	0.267490519	-0.03108047	0.192925185	-2.119868271	-0.261302712	-0.184842567	-0.60246987	-1.057840144	-0.508595604	0.105466955	-0.122187045	-0.151513122	0.126713099	-1.885589604	0.161941288	-1.121335604
At2g45570	-0.769949736	-0.691098653	-0.598687658	-0.141591697	-0.247705014	-0.420067324	0.088089676	0.031034586	0.088213342	-1.409704796	0.533669013	-0.293757194	-0.870568814	-0.817210897	-1.069612129	-0.329071653	0.367762013	-0.456323736	-0.792873194	-1.391530796	0.117956013	-1.173169796
At2g45760	-0.972962666	-0.174936391	-0.641050114	0.448869465	-0.475818972	-0.392785447	-0.275000447	-0.009131372	-0.20530878	-6.173258052	0.086267609	-0.178497604	-2.447104772	-1.914266535	-1.427311052	-0.122017724	0.273495609	-0.595448866	0.039443396	-4.632174719	0.223286276	-2.800396385
At2g46170	-0.397373272	0.169913762	-0.061096162	0.225094849	-0.23484896	0.018058504	-0.090057829	-0.04289896	-0.401513162	-0.406387814	0.068241429	-0.227058014	-0.23206296	-0.235781351	-0.167569481	-0.103328905	0.057900429	-0.496057472	0.042050986	-0.427737481	0.016543429	-0.452096481
At2g46650	-0.517303031	-2.928897753	-0.147481201	-0.216708055	0.201418221	-0.065417867	0.264699133	0.048232221	0.138479799	-1.582534994	0.066377913	-0.069637288	0.077251421	-0.691563055	-0.54496666	-1.701754087	-0.16327242	0.262345969	-0.276040288	-0.179270327	0.038512247	-0.52607666
At2g46680	0.633760413	0.042978808	-0.119909967	0.066511074	0.274113613	0.302125033	-0.376066967	-0.097072987	0.349410033	1.109948803	0.290932142	0.507610367	1.312222013	0.307037474	0.453411469	0.105290142	0.133703475	0.166000413	0.279422367	0.956295136	0.000101142	0.814081469
At2g47170	-0.256744582	0.169594592	0.058037908	-0.068453892	0.048820971	0.239539908	0.222835241	0.151215571	-0.118979426	-0.404433531	-0.397902408	-0.155747013	-0.170582429	-0.023052892	0.033176803	0.264321592	-0.095953408	0.038022418	-0.184942346	-0.518226531	0.122143259	-0.381930864
At2g47180	-0.041226829	0.117417375	-0.189089701	0.418805173	0.207852729	-0.176528367	0.039096633	0.017935129	0.026069633	0.483400039	0.180070375	0.16545437	0.163476929	-0.207085827	0.004377373	0.178193042	0.230568709	0.204893171	0.094819037	0.396913373	0.378413042	-0.098404294
At2g47470	-0.173862358	1.175170259	-0.025854394	-0.155587682	-0.141637358	-0.284601728	-0.539936728	0.184926842	-0.408389728	-1.077202602	0.253208259	-0.302948061	-0.601914758	-0.343464482	-0.836873268	-0.039096741	0.159703592	-0.025346958	-0.574757061	-0.625307268	-0.017246074	0.085812732
At2g47800	0.018989385	0.797656203	-0.080569957	-0.035638373	0.067530387	0.007521043	0.25741771	-0.122777413	0.187748043	-1.556576222	0.00495587	-0.095496292	-0.484367613	-0.266778973	-0.009293889	0.48407987	0.066725203	-0.070025015	0.049994041	-1.091606889	0.44752987	-0.463561889
At3g01080	0.043479681	-0.402310192	0.011659703	0.152186028	0.108177637	-0.144974297	0.136713369	0.065876237	0.216293703	-0.337530312	-0.099707526	0.082140776	-0.260649963	-0.102813372	0.147465355	-0.139338859	-0.207487526	0.024759281	0.13160911	-0.001511312	-0.145034192	-0.157092645
At3g02450	0.160517225	-0.024497766	0.052315408	-0.024908005	0.16554585	0.213298741	0.258394408	0.21106265	0.159118074	0.071849316	-0.102018099	0.065309366	0.12339865	0.263227795	0.549990982	0.088557901	0.138595568	0.132902825	0.048109366	0.304076982	0.037632901	-0.302366351
At3g02520	-0.223218741	0.381819238	-0.360336951	-0.016403079	-0.035953218	-0.281598951	-0.417486617	-0.051532618	-0.214994617	-1.221354386	0.095461905	-0.095355155	-0.420829818	-0.244483679	-0.35324072	0.127914905	0.089076572	-0.136540341	0.067505845	-0.843778053	-0.046082095	-0.401742053
At3g02875	0.018718203	-0.830437799	-0.101800506	-0.195338077	-0.029350361	-0.132201173	-0.331841173	0.163924839	0.024459827	0.2024683	0.156841868	0.091145434	0.257984039	0.412944123	-0.0515997	-0.182597132	0.112775201	0.143554003	-0.023056899	0.465545967	-0.081032465	0.3399513
At3g04720	-0.779369364	-0.807868571	-0.027904128	-0.641910767	-0.410609628	-0.685312128	-0.011707794	-0.369251028	-0.115592794	-1.279443694	0.055239095	-0.402035688	-0.823567228	-0.191766367	-0.539349694	0.205892095	0.247522095	0.046274036	0.367504312	-0.318374694	0.348500429	-1.195974027
At3g04940	0.221372841	0.310391465	-0.056860268	0.023011787	0.207995186	0.073439399	0.018310732	0.060727786	0.120934732	0.986134401	0.112020799	0.269422491	0.261079386	0.373749987	0.262882401	0.005691465	0.066407465	0.249742441	0.013043491	0.801629401	0.058642465	0.198075068
At3g05200	-0.486822006	0.139147328	-0.499914892	0.035264546	-0.288555934	-0.775922226	-0.224208226	-0.043098134	-0.166522559	-1.224755092	0.098797661	0.040780987	-0.555923534	-0.650693054	-1.026630759	-0.338954672	0.245457328	0.113690394	0.232068987	-0.920298759	0.194935661	-0.551621426
At3g06490	-0.46772842	-1.208139335	-0.380261641	-0.331166777	-0.315641166	-0.510965307	-0.148921307	0.120929234	0.037747693	-0.538087991	0.080842998	-0.027349396	-0.352825366	-0.328661177	-0.067979991	-0.442634335	0.468898331	-0.02904962	-0.09701473	-0.418650658	0.186603665	-0.506322658
At3g09010	-0.640296394	0.578947782	-0.369395386	-0.100951117	-0.388433905	-0.410045053	-0.158786386	-0.002184305	-0.297032719	-2.795185073	-0.093584218	-0.354191201	-1.630480505	-0.966712717	-0.887232406	0.051123448	0.157048115	-0.216288994	-0.117223868	-1.999603739	0.096872448	-1.872029406
At3g09440	-0.333458047	0.18685303	-0.300177997	0.049236778	-0.400019847	-0.367914664	-0.04688133	-0.070212247	-0.190381997	-4.218855955	-0.33404597	-0.046358663	-0.585638047	-0.639377222	-0.832848955	-0.41798697	-0.352031304	0.032296553	-0.032153329	-2.484572622	-0.094201637	-0.656729955
At3g10520	0.248541506	0.258976027	0.148969883	-0.293289421	0.203291561	-0.05037645	0.12009955	0.157064761	0.150519216	1.79872558	0.01328036	0.335248792	0.335079361	0.565910379	0.50145258	0.088890694	-0.29208064	0.314525306	0.056977792	0.988278913	-0.00984264	0.343137246
At3g11020	-0.15273323	0.654336612	0.134019657	0.060606888	-0.172170786	0.027560657	-0.053993343	0.031417614	-0.088557343	-0.302031552	0.019593612	-0.060404749	-0.101183786	-0.202982512	-0.152647886	-0.219661721	-0.023142388	-0.18733103	0.181530251	-0.364799552	0.294980946	-0.176784219
At3g11340	-0.298696583	-0.244622214	0.052388226	0.070439658	0.056425018	0.648794893	0.633385559	0.097333818	0.257582559	-4.886663706	-0.271660214	-0.224444442	-2.240048782	-0.308750542	-0.030279373	0.124628119	-0.178943881	-0.147606383	-0.225852442	-2.586870373	-0.175813548	-3.16273104
At3g11410	-0.22994827	0.546369858	-0.469687258	0.334356793	0.062516128	0.087719408	0.157156742	0.165960128	0.161308742	-0.279238483	-0.163938475	0.158921745	-0.117999272	-0.534923007	-0.682258483	-0.000766142	0.186250858	-0.07982167	0.192258412	-0.506296816	-0.087003475	-0.773603816
At3g11820	-0.313610848	-0.076477196	-0.227921221	-0.110091729	-0.23269336	-0.084012887	0.330939779	0.11870704	-0.142735887	-1.767797503	-0.351038863	-0.201093368	-0.62890536	-0.260405729	-0.019519169	-0.000347863	0.05469847	-0.187315648	-0.210615035	-0.824815503	0.132160804	-0.393273836
At3g12390	0.089585844	0.146841209	-0.279369125	-0.157327514	0.105419106	0.391162542	-0.143174458	0.095127306	-0.024243458	0.821330176	0.250569209	0.051088105	0.542765106	0.343431886	0.33917751	0.132752209	0.158513543	0.089682644	-0.202924228	0.58461951	0.003238543	0.38868751
At3g12580	-0.247743975	0.269017774	-0.123801841	-0.049252447	-0.278831367	-0.711100841	0.018252826	-0.237484367	-0.433807174	-2.096250641	-0.274568893	-0.119233855	-0.128004367	-0.571092847	-0.457815641	-0.572261893	-0.168554226	-0.031757575	0.303631812	-1.622863308	-0.192313893	0.028674692
At3g13460	0.061949846	0.341980211	0.210407917	-0.055330845	0.042841028	-0.16342075	-0.151921416	-0.016674172	0.11887025	-0.830298872	0.146290544	0.070237948	0.069493828	-0.348594845	-0.433311205	0.104275211	0.188210878	-0.094279754	0.262444948	0.107343795	-0.010487456	-0.045283538
At3g13790	-0.456443549	1.075416798	0.133108079	0.455452414	0.073344638	0.376626412	0.038626079	0.210208638	-0.331607255	-1.404168294	-0.262547869	-0.519090567	-0.650220562	-0.421177986	-0.799339961	0.390005131	0.453567465	-0.604130349	-0.1151869	-0.387962627	-0.152786869	-1.313461294
At3g13950	-0.792269259	0.203405356	-0.390327013	0.185909133	-0.336702928	-0.34302068	-0.210445347	-0.022983928	-0.12995968	-3.141754245	-0.07801831	-0.326373231	-1.081819128	-1.264806667	-0.806532245	0.211757023	0.30184269	-0.355972859	0.251001102	-1.994181911	0.30213769	-1.721148578
At3g15210	-0.367467761	-0.510445144	-0.962469192	0.104013539	-0.255784939	-0.327114192	-0.085123525	0.156009261	-0.271137525	-0.299818062	0.053176856	0.024357438	-0.356886139	-0.155933861	-0.448134729	-0.147216478	0.048989522	-0.046892761	-0.308067229	-0.384799062	0.116167856	-0.157776062
At3g16330	-0.354706851	-0.692054409	-0.035487827	-0.082548429	-0.045975917	-0.04180016	0.204570173	0.150402483	0.136349173	-1.38540868	-0.409468409	0.15154995	-0.088405117	-0.098179029	-0.500509347	-0.304465742	0.110706258	0.040580149	0.11688595	-1.070002347	0.158455591	-0.299292013
At3g16370	0.405841376	0.162781115	0.012437227	0.349451676	0.292551192	0.396045227	-0.01295344	0.107825192	-0.081610107	1.626001366	0.186115781	-0.072784468	0.621661792	0.513831276	0.496694366	0.257962115	0.078384115	0.053398776	-0.156724801	1.157680699	-0.232206885	0.280477366
At3g16470	0.374086268	-2.849358671	-0.115941936	0.097747725	0.093677868	-0.160142936	-0.490920936	-0.037577532	-0.141958602	1.756347827	0.225680995	0.444304731	1.291343268	1.149757325	1.220308493	-0.136784671	0.288640662	0.420820668	0.469141398	1.754021827	-0.258502338	0.784882493
At3g16770	0.368802114	-0.536315014	-0.116955189	-1.117623501	-0.199051423	0.212073811	0.250646144	0.288517577	0.449654811	2.10854468	0.362859986	0.475025371	0.721976977	0.908109699	0.66290268	0.34072332	0.515778653	0.440858514	0.124835038	2.132373347	0.231401986	0.40095068
At3g16860	-0.131725444	0.070207258	-0.065575862	0.0134122	-0.013219924	-0.092344862	-0.062760862	0.262360276	0.082968138	-0.71969499	-0.060842075	0.109145604	-0.185706924	0.1718426	0.248861343	-0.009419742	0.269613592	0.135039956	0.011027938	-0.200486323	0.210371925	-0.121159323
At3g19760	-0.229729346	0.237509175	0.187077258	-0.076938586	0.102693283	0.357737592	0.072737258	0.176837283	0.256516592	-0.506140524	0.085619175	-0.245873457	-0.068750717	-0.461542986	-0.35417719	0.050467175	-0.015680158	0.013081854	-0.127486124	0.091079143	-0.129848158	-0.208009857
At3g19930	0.300219339	1.251180376	0.340573885	0.295162638	0.272291465	0.739277885	0.339837218	0.285017065	0.175478885	0.644035507	0.111152376	0.017544008	0.721089065	0.164536638	-0.171023826	0.408687043	0.127479043	0.167489739	-0.249668325	0.695126507	0.105612709	0.435422507
At3g22170	-0.03832049	0.088316417	-0.15391243	-0.091980051	-0.035971206	0.047085237	-0.28293343	-0.067056806	0.009146903	-0.126600505	0.000143417	-0.055019569	-0.045425006	-0.161078451	-0.090338505	0.021617084	0.128293084	-0.04156029	0.019341764	-0.460475505	-0.039222916	-0.163135505
At3g22370	-0.591856183	0.429447253	-0.503997455	0.247954726	-0.30786245	-0.596065455	-0.147507455	0.00169035	-0.284841121	-1.470878161	0.199259587	0.132805325	-0.51593925	-0.858376674	-1.123789494	-0.645286413	0.193774253	-0.658222183	-0.063212008	-1.785398161	-0.17382808	-0.737242494
At3g22440	0.169896389	0.2791934	0.097578076	-0.080069533	0.089590787	0.211583742	0.003878076	-0.059561613	-0.022400924	0.54203221	0.0218994	0.027858412	0.216425987	0.129489867	0.41817721	0.102686733	0.071191066	-0.140907411	0.023610079	0.48923021	0.094539733	0.19950121
At3g23030	-0.302210326	-0.16581991	-0.447087502	-0.121660727	-0.279587403	-0.202000502	-0.355820169	0.000754397	-0.225633502	-0.764062044	-0.06982591	-0.174238042	-0.344014003	-0.230295727	-0.634757377	-0.37218291	0.127993757	-0.150620526	0.173646625	-1.048067377	0.04814509	-0.463612044
At3g23050	-0.089901311	0.439926489	-0.098661733	-0.065255088	-0.192733386	-0.073128067	-0.212888067	0.126445414	-0.2040364	0.577697097	0.006516489	0.014327391	-0.155862386	0.109446712	0.209968431	-0.016475178	0.235432155	-0.053759511	-0.097397275	0.055411431	0.144964489	-0.147239236
At3g23120	-0.092116936	0.201380463	-0.039329064	0.024419318	0.006962182	0.16602427	-0.00146273	-0.063629618	-0.24699673	-0.257857838	-0.034446204	0.118982738	-0.209698218	-0.085435482	-0.032231838	-0.042742871	0.080929796	-0.110814736	0.158713072	-0.066817172	-0.114176204	-0.343055172
At3g25010	-0.416808242	0.554543628	-0.098451108	0.236381065	0.16385847	-0.184336108	-0.072438775	0.26364487	0.049872892	-1.018261449	0.134943628	-0.029125961	-0.27022993	-0.406396535	-0.163373782	0.048012294	0.085479294	0.000242158	0.133010705	0.313102884	-0.052072372	-0.206638116
At3g25250	-0.915938082	-0.301149489	-0.778604792	-0.192676925	-0.607691251	-0.679123126	-0.202614459	-0.181465451	-0.173392459	-2.750691583	0.016184511	-0.413452844	-1.061190251	-1.650929725	-1.524630916	-0.605911155	0.128663511	-0.554830082	0.200455156	-2.36623325	-0.032718155	-1.37285225
At3g26740	0.896439755	0.332082717	0.452326147	0.383420928	0.597376889	0.46538948	0.245405147	0.224993489	0.067092147	1.946396878	-0.463553616	0.221830923	1.193597489	1.036180328	1.109507878	0.506058717	0.071452051	0.185714155	0.209796923	1.066776545	0.107968384	0.743407878
At3g26830	-1.271533305	-0.547879804	-0.601858835	-0.043254936	-0.595685326	-0.549425168	-0.135331168	-0.386257326	-0.481827835	-5.435815518	0.128461529	-0.2579208	-1.037184126	-1.141091136	-1.135212518	0.526943196	0.621938196	-0.107341105	0.219833533	-3.126902185	0.304370196	-2.024898852
At3g27690	0.17770963	-0.148737761	-0.179073902	0.383779711	0.020589601	-0.224060902	-0.134315902	0.112192601	0.061751431	1.15288528	0.397674239	-0.090660188	0.225645801	0.130048111	0.20698528	0.676578239	-0.107376428	-0.20489977	-0.046486854	0.51635328	0.165443572	0.23519628
At3g28210	-0.953454742	-0.111767765	-0.654426145	-0.171743987	-0.441031962	-0.568564478	-0.001469478	0.347755838	-0.251059145	-4.497748853	-0.593260765	-0.207756111	-1.107704162	-1.287251587	-1.365746519	-0.698310099	0.161886235	-0.378242942	0.105121222	-3.707644853	0.169467568	-1.320954186
At3g28270	0.309516683	-1.218321089	-0.027040649	0.453440696	0.315518547	-0.107931649	-0.184528649	-0.123810253	0.056959018	1.818360265	0.239612245	0.136437911	1.498690547	0.804273896	0.791773932	0.159493245	0.044173578	0.092488083	0.263102911	2.039383265	-0.226942422	0.819259599
At3g28510	-1.20554847	1.513523528	-0.976894095	0.326257547	-0.32060492	0.197470905	-0.600859428	0.06354948	-0.247054428	-3.312763984	0.163734861	-0.423727011	-2.63910112	-2.145059853	-0.858679984	0.366158861	0.197952861	-0.43655907	0.557687989	-2.148050317	0.067846528	-2.97168765
At3g28540	-0.195419333	0.847984436	-0.715959022	0.621932827	0.052391129	0.094949311	-0.826764689	0.064420529	-0.648938022	-2.276340526	0.411874769	-0.255375125	-1.147224871	-0.313890773	-0.731771859	0.527992769	-0.067194231	-0.417177933	-0.434650792	-0.338826859	-0.424237231	-1.110289192
At3g28930	-0.690440539	-1.44695766	-0.29637071	-0.407606614	-0.352370802	-0.219279044	-0.074675377	-0.265336002	-0.23607271	-2.167266064	0.018615006	-0.257842607	-0.284924002	-0.546021814	-0.742255397	-0.22476666	-0.030659994	-0.419927939	0.19508806	-1.453516397	0.082110673	-0.742698397
At3g30775	-0.319240027	-0.659815667	-0.052546736	-0.518374586	-0.183759696	-0.215630403	-0.024137403	-0.169938296	0.211344264	-0.631091219	0.090861	-0.210303621	-0.134958696	-0.892486186	-0.577175219	0.118698	0.078915667	-0.213781427	0.156170712	-0.818745552	0.195738667	-0.030204552
At3g46660	-0.210775054	-2.023098897	-0.694627398	0.006619752	-0.393739117	-0.422884064	-0.657482398	0.240067883	0.106966936	-1.077304283	0.183242103	0.264116707	0.206910083	-0.240009448	-1.096492949	-0.737406563	0.170662437	0.106588746	0.39999204	-0.487869949	-0.086721563	-0.563423949
At3g46820	-0.069775267	-0.004292462	0.013779399	-0.035665336	0.024783798	0.121742732	-0.006774268	-0.025070202	0.182853066	-0.532871158	0.113983871	-0.138961709	-0.031739402	-0.093791536	-0.258733158	0.069847871	-0.011541796	0.091827133	0.142518957	-0.080342825	0.015545871	0.075780175
At3g47420	-0.31154343	-0.284894529	-0.151254703	0.092881063	-0.336817128	-0.10049837	0.084666297	-0.036639928	0.036541963	-0.745385385	-0.149063863	-0.350274539	-0.349887728	-0.458688537	-0.433160718	0.038372137	0.128141804	-0.08222303	-0.044987206	-0.677295385	-0.058955863	-0.392233051
At3g47960	0.080277663	-1.693546354	0.232540196	0.286486928	0.349414814	0.654088196	-0.163179138	0.121133614	-0.203977138	0.310490053	0.074639646	0.182100278	0.172771014	0.447656328	0.261422386	-0.454488354	0.150863646	-0.159151337	0.125684944	0.037028053	-0.12895102	-0.401489947
At3g48070	-0.123973777	-1.283304267	-0.337081742	-0.05764066	-0.232046688	-0.699209409	-0.443307409	-0.270298288	0.104445924	-1.310698695	0.417210399	-0.101601557	-0.212081088	-0.48633886	-0.687140029	-0.542963267	-0.135831934	0.360374223	-0.066521891	-0.466377362	-0.214022267	0.789919305
At3g48090	-0.053447681	0.227314005	-0.310444604	0.037219109	0.010196707	0.002308396	-0.357953604	-0.173087493	-0.265821604	-1.5942786	0.194032672	0.003427084	-0.117469293	-0.466459091	-0.192745267	-0.055762995	-0.218522328	0.072420119	0.128859751	-0.3064926	-0.015281328	0.242540067
At3g48890	-0.754072953	-0.29481785	-0.190667049	-0.156595447	-0.302947769	-0.331472049	-0.020362049	-0.145976169	-0.106184383	-1.975155845	0.31068215	-0.208697689	-0.709289969	-0.620530047	-0.453918511	-0.289848517	0.344957816	-0.126045753	0.082495311	-1.920871178	0.341133816	-1.280998511
At3g49120	-0.747517567	-1.215675561	-0.868985487	0.58571306	-0.333973829	-0.227243487	-0.211884487	-0.088154229	-0.194081154	-2.802700339	-0.132496228	-0.345192052	-0.916654429	-0.66522214	-0.109598672	0.031625105	0.326070772	-0.017371167	0.285356948	-1.879035006	0.213437772	-1.195552339
At3g50060	9.31E-05	0.036019498	-0.092550361	0.058241839	-0.027035012	0.093827306	0.172330973	0.106614788	-0.071486361	0.375696391	-0.026433169	0.015401131	0.047116788	0.265967839	0.156190058	-0.173994502	-0.084589502	-0.004733517	-0.003045869	0.343059058	-0.069568836	-0.296443942
